"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.433457356E2,1.580590057E1,4.221874237E1,2.132305908E1
4.433556936E2,1.586952209E1,4.217102814E1,2.131535339E1
4.433656516E2,1.554576111E1,4.197295380E1,2.112708282E1
4.433756096E2,1.580574036E1,4.225025177E1,2.113932800E1
4.433855666E2,1.583527374E1,4.209787750E1,2.094673920E1
4.433955246E2,1.585131073E1,4.207569885E1,2.064201355E1
4.434054826E2,1.581233215E1,4.211289215E1,2.069874573E1
4.434154406E2,1.570581818E1,4.212281799E1,2.058651733E1
4.434253976E2,1.574459076E1,4.182042694E1,2.096675110E1
4.434353556E2,1.573560333E1,4.198187256E1,2.087762451E1
4.434453136E2,1.577406311E1,4.202551270E1,2.101139832E1
4.434552716E2,1.585414886E1,4.195370483E1,2.109560394E1
4.434652286E2,1.608728027E1,4.184703064E1,2.106290436E1
4.434751866E2,1.625839233E1,4.199119568E1,2.098799133E1
4.434851446E2,1.602119446E1,4.185051727E1,2.092076874E1
4.434951016E2,1.602574921E1,4.180194855E1,2.074730682E1
4.435050596E2,1.604982758E1,4.200099182E1,2.046378326E1
4.435150176E2,1.628985596E1,4.209413147E1,2.051130676E1
4.435249756E2,1.605441284E1,4.214482880E1,2.039788055E1
4.435349326E2,1.611770630E1,4.192404175E1,2.054306793E1
4.435448906E2,1.624478149E1,4.183155823E1,2.060910797E1
4.435548486E2,1.624478149E1,4.183155823E1,2.060910797E1
4.435648066E2,1.625691223E1,4.204646301E1,2.039871216E1
4.435747636E2,1.636890411E1,4.215026093E1,2.019281769E1
4.435847216E2,1.636890411E1,4.215026093E1,2.019281769E1
4.435946796E2,1.632048798E1,4.199710083E1,2.043104553E1
4.436046376E2,1.620924377E1,4.197051239E1,2.036705780E1
4.436145946E2,1.622946930E1,4.217267609E1,2.027619934E1
4.436245526E2,1.637079620E1,4.214933014E1,2.041311646E1
4.436345106E2,1.617942047E1,4.213149261E1,2.033407593E1
4.436444686E2,1.628129578E1,4.193232727E1,1.994795227E1
4.436544256E2,1.620001221E1,4.194394684E1,2.045176697E1
4.436643836E2,1.641886902E1,4.212063599E1,2.018283844E1
4.436743416E2,1.623570251E1,4.206422424E1,2.049678040E1
4.436842996E2,1.623295593E1,4.186866760E1,2.041492462E1
4.436942566E2,1.635905457E1,4.181858826E1,2.018393707E1
4.437042146E2,1.641095734E1,4.201663971E1,2.045067596E1
4.437141726E2,1.655547333E1,4.201004791E1,2.022169495E1
