"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.409086085E2,8.990304565E-1,-9.751771088E0,7.268884277E-1
3.409185655E2,9.138496399E-1,-9.775272217E0,7.481442261E-1
3.409285235E2,9.178912354E-1,-9.765093384E0,7.942483521E-1
3.409384815E2,9.810598755E-1,-9.752070465E0,7.644602966E-1
3.409484395E2,9.636959839E-1,-9.707463226E0,7.578739929E-1
3.409583965E2,1.038390656E0,-9.706265717E0,7.209008789E-1
3.409683545E2,1.024619293E0,-9.709409180E0,7.397616577E-1
3.409783125E2,1.058299255E0,-9.700577545E0,7.089257812E-1
3.409882705E2,1.031055908E0,-9.694140930E0,6.836283875E-1
3.409982275E2,9.834548950E-1,-9.682914276E0,6.650669861E-1
3.410081855E2,9.577084351E-1,-9.696985016E0,6.420149231E-1
3.410181435E2,9.370513916E-1,-9.715247040E0,6.445596313E-1
3.410281015E2,9.502239990E-1,-9.740245056E0,6.487509155E-1
3.410380595E2,9.397457886E-1,-9.730515289E0,6.813830566E-1
3.410480165E2,9.891430664E-1,-9.744286652E0,6.780899048E-1
3.410579745E2,9.854008484E-1,-9.721234589E0,6.866221619E-1
3.410679325E2,1.031504974E0,-9.724976807E0,6.502478027E-1
3.410778905E2,1.036744080E0,-9.705068207E0,6.135740662E-1
3.410878466E2,1.023870850E0,-9.691446533E0,5.752537537E-1
3.410978046E2,9.870474243E-1,-9.659113770E0,5.530998230E-1
3.411077626E2,9.607022095E-1,-9.638007660E0,5.565426636E-1
3.411177206E2,9.562115479E-1,-9.634714508E0,5.306465149E-1
3.411276776E2,9.523196411E-1,-9.652677155E0,5.128335571E-1
3.411376356E2,9.852511597E-1,-9.691296844E0,5.177732849E-1
3.411475936E2,9.780661011E-1,-9.721533966E0,5.522016907E-1
3.411575516E2,9.675878906E-1,-9.751771088E0,5.806425476E-1
3.411675096E2,9.472302246E-1,-9.788893890E0,6.179150391E-1
3.411774666E2,9.165440369E-1,-9.780810699E0,6.171665955E-1
3.411874246E2,9.145980835E-1,-9.765243073E0,6.322851562E-1
3.411973826E2,8.963360596E-1,-9.742340698E0,6.216572571E-1
3.412073406E2,8.948391724E-1,-9.711504822E0,6.111790466E-1
3.412172976E2,8.759783936E-1,-9.704170074E0,6.044430542E-1
3.412272556E2,8.382568359E-1,-9.695188751E0,5.941145325E-1
3.412372136E2,8.306227112E-1,-9.722432098E0,5.827381897E-1
3.412471716E2,7.918533325E-1,-9.754315796E0,5.478607178E-1
3.412571296E2,8.120613098E-1,-9.791139221E0,5.369334412E-1
3.412670866E2,8.846603394E-1,-9.791139221E0,5.522016907E-1
3.412770446E2,9.768685913E-1,-9.751022644E0,5.710624695E-1
3.412870026E2,1.070573730E0,-9.706565094E0,5.670208740E-1
3.412969606E2,1.124761047E0,-9.698032837E0,5.159770203E-1
3.413069176E2,1.160985718E0,-9.701325989E0,4.703219604E-1
3.413168756E2,1.188378754E0,-9.710457001E0,4.233197021E-1
3.413268336E2,1.182989960E0,-9.730215912E0,3.948788452E-1
3.413367916E2,1.190923462E0,-9.714348907E0,3.815565491E-1
3.413467486E2,1.181642761E0,-9.683513031E0,3.939807129E-1
3.413567066E2,1.196461945E0,-9.639354858E0,4.531077576E-1
3.413666646E2,1.183738403E0,-9.631121979E0,5.155279541E-1
3.413766226E2,1.155746613E0,-9.644893341E0,5.336402893E-1
3.413865806E2,1.082249451E0,-9.686057739E0,6.089337158E-1
3.413965376E2,1.042432251E0,-9.736502838E0,6.348298645E-1
3.414064956E2,9.991722107E-1,-9.756860504E0,6.490502930E-1
3.414164536E2,9.746232605E-1,-9.755363617E0,6.215075684E-1
3.414264116E2,9.678872681E-1,-9.721084900E0,6.056405640E-1
3.414363696E2,9.574090576E-1,-9.708511047E0,5.863307190E-1
3.414463266E2,9.247769165E-1,-9.715396729E0,5.754034424E-1
3.414562846E2,9.427395630E-1,-9.761351166E0,5.911207581E-1
3.414662426E2,9.327104187E-1,-9.788744202E0,6.140231323E-1
