"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.851517614E0,6.959124146E2,3.071959877E1,-8.460821533E2
2.861506139E0,6.956073608E2,3.043899918E1,-8.456917725E2
2.871517125E0,6.955463867E2,3.079279900E1,-8.468142090E2
2.881506139E0,6.952658081E2,3.040239906E1,-8.473143921E2
2.891517858E0,6.951803589E2,3.076840019E1,-8.478267822E2
2.901514440E0,6.960709839E2,3.054879951E1,-8.450695801E2
2.911517125E0,6.953267822E2,3.060980034E1,-8.463139648E2
2.921517614E0,6.957781982E2,3.017059898E1,-8.448743896E2
2.931505406E0,6.956073608E2,3.024379921E1,-8.457893677E2
2.941517614E0,6.964003906E2,3.006079865E1,-8.459479980E2
2.951511266E0,6.964248047E2,3.014620018E1,-8.466555786E2
2.961517369E0,6.957050171E2,3.071959877E1,-8.457893677E2
2.971505895E0,6.964735718E2,3.073180008E1,-8.454599609E2
2.981517614E0,6.956073608E2,3.053660011E1,-8.455941772E2
2.991506383E0,6.956073608E2,3.062199974E1,-8.458991699E2
3.001517369E0,6.965101929E2,3.004859924E1,-8.463383789E2
3.011505406E0,6.955219727E2,3.052439880E1,-8.462041626E2
3.021517614E0,6.959002075E2,3.062199974E1,-8.457893677E2
3.031505162E0,6.961929932E2,3.043899918E1,-8.458626099E2
3.041517614E0,6.962174072E2,3.062199974E1,-8.462774048E2
3.051505651E0,6.959124146E2,3.032919884E1,-8.461798096E2
3.061517614E0,6.960953979E2,3.043899918E1,-8.458747559E2
3.071517369E0,6.956317749E2,3.060980034E1,-8.465946045E2
3.081519567E0,6.955463867E2,3.051219940E1,-8.468020020E2
3.091517369E0,6.947777710E2,3.019499969E1,-8.475339966E2
3.101505651E0,6.959733887E2,3.026819992E1,-8.451671753E2
3.111517614E0,6.962539673E2,3.075619888E1,-8.444595947E2
3.121506627E0,6.956928101E2,3.053660011E1,-8.453867798E2
3.131505895E0,6.961807861E2,3.092700005E1,-8.453745728E2
3.141505895E0,6.954854126E2,3.035359955E1,-8.450939941E2
3.151517858E0,6.963027954E2,3.062199974E1,-8.460700073E2
3.161505651E0,6.957050171E2,3.053660011E1,-8.455941772E2
3.171517858E0,6.959855957E2,3.063419914E1,-8.452769775E2
3.181505651E0,6.958880005E2,3.025599861E1,-8.453745728E2
3.191517125E0,6.959002075E2,3.015839958E1,-8.457771606E2
3.201505406E0,6.962905884E2,3.015839958E1,-8.457528076E2
3.211517369E0,6.951193848E2,3.024379921E1,-8.458137817E2
3.221500524E0,6.961807861E2,3.053660011E1,-8.454721680E2
3.231517614E0,6.959978027E2,3.043899918E1,-8.455697632E2
3.241525670E0,6.959245605E2,3.014620018E1,-8.463750000E2
3.251517369E0,6.959002075E2,3.006079865E1,-8.457649536E2
3.261517369E0,6.959978027E2,3.015839958E1,-8.458626099E2
3.271505651E0,6.959855957E2,3.063419914E1,-8.452769775E2
3.281517858E0,6.951560059E2,3.078059959E1,-8.468263550E2
3.291505406E0,6.955708008E2,2.982899857E1,-8.476925659E2
3.301517125E0,6.961807861E2,3.026819992E1,-8.452647705E2
3.311505895E0,6.959978027E2,3.035359955E1,-8.455697632E2
3.321517125E0,6.959855957E2,2.968260002E1,-8.455575562E2
3.331507848E0,6.961807861E2,3.045119858E1,-8.454599609E2
3.341517369E0,6.957781982E2,3.026819992E1,-8.450817871E2
3.351505651E0,6.962052002E2,3.014620018E1,-8.460578003E2
3.361517369E0,6.953999634E2,3.025599861E1,-8.452891846E2
3.371506627E0,6.957050171E2,3.006079865E1,-8.458747559E2
3.381517369E0,6.961807861E2,3.073180008E1,-8.451671753E2
3.391509557E0,6.961076050E2,3.004859924E1,-8.462651978E2
3.401506139E0,6.963759766E2,3.007299995E1,-8.453501587E2
3.411525670E0,6.956317749E2,3.003639984E1,-8.464848022E2
3.421505406E0,6.959124146E2,3.062199974E1,-8.460821533E2
3.431517369E0,6.963881836E2,3.073180008E1,-8.455575562E2
3.441505895E0,6.953267822E2,3.042679977E1,-8.462041626E2
3.451517614E0,6.962052002E2,3.091479874E1,-8.458747559E2
3.461501256E0,6.955097656E2,3.024379921E1,-8.456917725E2
3.471517614E0,6.957904053E2,3.025599861E1,-8.452769775E2
3.481505895E0,6.956439819E2,3.050000000E1,-8.468995972E2
3.491517858E0,6.955463867E2,3.003639984E1,-8.467897949E2
3.501505406E0,6.958635864E2,3.048779869E1,-8.477901611E2
3.511517369E0,6.953999634E2,3.015839958E1,-8.454965820E2
3.521505651E0,6.955952148E2,3.025599861E1,-8.453867798E2
3.531517369E0,6.959245605E2,3.004859924E1,-8.464725952E2
3.541507360E0,6.960222168E2,2.985339928E1,-8.464603882E2
3.551505651E0,6.952169800E2,3.042679977E1,-8.459113770E2
3.561505651E0,6.961076050E2,3.034140015E1,-8.461676025E2
3.571517614E0,6.953267822E2,3.014620018E1,-8.460943604E2
3.581517858E0,6.955219727E2,3.042679977E1,-8.460943604E2
3.591517369E0,6.956073608E2,3.042679977E1,-8.458869629E2
3.601517614E0,6.954243774E2,3.060980034E1,-8.462041626E2
3.611505162E0,6.959978027E2,2.976799965E1,-8.459602051E2
3.621517614E0,6.953145752E2,3.062199974E1,-8.459113770E2
3.631505895E0,6.959245605E2,3.051219940E1,-8.464848022E2
3.641505651E0,6.956928101E2,3.015839958E1,-8.454843750E2
3.651505895E0,6.958880005E2,3.006079865E1,-8.454721680E2
3.661517614E0,6.954121704E2,3.032919884E1,-8.458991699E2
3.671505895E0,6.961929932E2,3.015839958E1,-8.455575562E2
3.681517369E0,6.954487915E2,3.040239906E1,-8.470093994E2
3.691505651E0,6.955585938E2,3.012179947E1,-8.472899780E2
3.701517614E0,6.960465698E2,3.059759903E1,-8.473875732E2
3.711518346E0,6.957171631E2,3.024379921E1,-8.461798096E2
3.721517614E0,6.955097656E2,3.042679977E1,-8.458991699E2
3.731503209E0,6.959245605E2,3.108559990E1,-8.463017578E2
3.741517858E0,6.961198120E2,3.014620018E1,-8.464603882E2
3.751524938E0,6.953999634E2,3.091479874E1,-8.455087891E2
3.761522985E0,6.959002075E2,3.025599861E1,-8.455697632E2
3.771517614E0,6.958147583E2,3.014620018E1,-8.459724121E2
3.781511754E0,6.959002075E2,3.024379921E1,-8.458747559E2
3.791517614E0,6.957171631E2,3.014620018E1,-8.462774048E2
3.801505406E0,6.957171631E2,3.032919884E1,-8.462896118E2
3.811517369E0,6.963027954E2,3.006079865E1,-8.459479980E2
3.821505895E0,6.957904053E2,3.006079865E1,-8.455697632E2
3.831517614E0,6.960831909E2,3.017059898E1,-8.452647705E2
3.841506139E0,6.956195679E2,3.042679977E1,-8.462896118E2
3.851517125E0,6.964003906E2,3.034140015E1,-8.461553955E2
3.861505895E0,6.958147583E2,3.004859924E1,-8.461798096E2
3.871517614E0,6.960953979E2,3.071959877E1,-8.457771606E2
3.881499791E0,6.951803589E2,2.973139954E1,-8.476071777E2
3.891517369E0,6.951682129E2,3.039019966E1,-8.474241943E2
3.901505406E0,6.955585938E2,3.040239906E1,-8.473021851E2
3.911517614E0,6.955097656E2,3.024379921E1,-8.457893677E2
3.921515172E0,6.957293701E2,3.070739937E1,-8.465946045E2
3.931517614E0,6.964979858E2,2.996319962E1,-8.461431885E2
3.941512731E0,6.958026123E2,2.986559868E1,-8.459724121E2
3.951505651E0,6.961807861E2,3.025599861E1,-8.453623657E2
3.961517369E0,6.958269653E2,3.032919884E1,-8.464848022E2
3.971505651E0,6.955219727E2,3.004859924E1,-8.461919556E2
3.981517369E0,6.958269653E2,3.013399887E1,-8.466799927E2
3.991505895E0,6.964003906E2,3.015839958E1,-8.459479980E2
4.001517614E0,6.957171631E2,3.032919884E1,-8.461919556E2
4.011506139E0,6.965833740E2,3.007299995E1,-8.455332031E2
4.021517614E0,6.960953979E2,3.053660011E1,-8.456673584E2
4.031505895E0,6.959978027E2,3.043899918E1,-8.457771606E2
4.041517614E0,6.961929932E2,3.043899918E1,-8.456673584E2
4.051505651E0,6.961198120E2,3.060980034E1,-8.463750000E2
4.061517369E0,6.961929932E2,3.034140015E1,-8.458626099E2
4.071505406E0,6.958880005E2,2.997539902E1,-8.453623657E2
4.081517614E0,6.953511963E2,3.012179947E1,-8.468995972E2
4.091505895E0,6.956561890E2,3.031699944E1,-8.470947876E2
4.101506627E0,6.951682129E2,2.992659950E1,-8.472045898E2
4.111517369E0,6.956073608E2,2.967039871E1,-8.459724121E2
4.121505406E0,6.961807861E2,3.017059898E1,-8.453623657E2
4.131505895E0,6.963027954E2,2.996319962E1,-8.459479980E2
4.141505406E0,6.952413940E2,2.993879890E1,-8.464970093E2
4.151514928E0,6.955097656E2,3.034140015E1,-8.456917725E2
4.161505895E0,6.952169800E2,3.014620018E1,-8.458991699E2
4.171517614E0,6.961319580E2,2.985339928E1,-8.467531738E2
4.181505651E0,6.959245605E2,3.032919884E1,-8.463750000E2
4.191517369E0,6.958147583E2,3.004859924E1,-8.461798096E2
4.201505895E0,6.959124146E2,3.014620018E1,-8.459724121E2
