"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.278965250E2,3.564352220E1,1.397938231E2,5.938216448E0,NaN,NaN,3.500000000E1,2.492427826E1
7.365794530E2,3.564352171E1,1.397938373E2,5.955483437E0,NaN,NaN,3.500000000E1,2.258319664E1
7.438044550E2,3.564352018E1,1.397938240E2,5.961481333E0,NaN,NaN,3.500000000E1,2.161944199E1
7.523810771E2,3.564353380E1,1.397938321E2,5.966570377E0,NaN,NaN,3.500000000E1,2.184745789E1
7.790674100E2,3.564351848E1,1.397938267E2,5.941337585E0,NaN,NaN,3.500000000E1,2.524795723E1
7.873118360E2,3.564352157E1,1.397938372E2,5.944396496E0,NaN,NaN,3.500000000E1,2.253370094E1
7.947473570E2,3.564352197E1,1.397938375E2,5.943140984E0,NaN,NaN,3.500000000E1,2.167906380E1
8.191852571E2,3.564352168E1,1.397938345E2,5.953584433E0,NaN,NaN,3.500000000E1,2.497853279E1
8.303597070E2,3.564352460E1,1.397938407E2,5.952889919E0,NaN,NaN,3.500000000E1,2.285491753E1
8.389321151E2,3.564352187E1,1.397938379E2,5.956341267E0,NaN,NaN,3.500000000E1,2.177502251E1
8.514861081E2,3.564351275E1,1.397938305E2,5.942510605E0,NaN,NaN,3.500000000E1,2.297894669E1
8.588406440E2,3.564351374E1,1.397938343E2,5.940766335E0,NaN,NaN,3.500000000E1,2.175769424E1
8.692122080E2,3.564352470E1,1.397938408E2,5.938385248E0,NaN,NaN,3.500000000E1,2.241407967E1
8.765931910E2,3.564351802E1,1.397938373E2,5.937678576E0,NaN,NaN,3.500000000E1,2.163210297E1
8.848400420E2,3.564350636E1,1.397938260E2,5.932838917E0,NaN,NaN,3.500000000E1,2.174230194E1
8.921573230E2,3.564351776E1,1.397938265E2,5.931163073E0,NaN,NaN,3.500000000E1,2.144830513E1
9.002468251E2,3.564351699E1,1.397938232E2,5.929542780E0,NaN,NaN,3.500000000E1,2.164796829E1
9.074931591E2,3.564353352E1,1.397938320E2,5.928811550E0,NaN,NaN,3.500000000E1,2.139992332E1
9.248708150E2,3.564352268E1,1.397938345E2,5.925437927E0,NaN,NaN,3.500000000E1,2.300476837E1
9.398147020E2,3.564352432E1,1.397938261E2,5.949340343E0,NaN,NaN,3.500000000E1,2.367417908E1
9.480471040E2,3.564351334E1,1.397938300E2,5.940935135E0,NaN,NaN,3.500000000E1,2.219054031E1
9.712193600E2,3.564351791E1,1.397938457E2,5.934373617E0,NaN,NaN,3.500000000E1,2.486572838E1
9.794634341E2,3.564352482E1,1.397938409E2,5.954853773E0,NaN,NaN,3.500000000E1,2.245197296E1
9.868975301E2,3.564351334E1,1.397938330E2,5.950186729E0,NaN,NaN,3.500000000E1,2.165917587E1
9.949840851E2,3.564351268E1,1.397938326E2,5.942362785E0,NaN,NaN,3.500000000E1,2.169492340E1
1.004049068E3,3.564351253E1,1.397938292E2,5.936408758E0,NaN,NaN,3.500000000E1,2.201798820E1
1.012407159E3,3.564352164E1,1.397938345E2,5.938983917E0,NaN,NaN,3.500000000E1,2.186460876E1
1.031200237E3,3.564352192E1,1.397938374E2,5.938334703E0,NaN,NaN,3.500000000E1,2.421045303E1
1.041375153E3,3.564351323E1,1.397938327E2,5.942115784E0,NaN,NaN,3.500000000E1,2.282595825E1
1.047387163E3,3.564350888E1,1.397938235E2,5.945406199E0,NaN,NaN,3.500000000E1,2.124720192E1
1.048214731E3,3.564350877E1,1.397938230E2,5.946589947E0,NaN,NaN,3.500000000E1,1.797900200E1
