"Time (s)","Temperature (°C)"
2.103811742E1,3.167187500E1
2.105601470E1,3.166406250E1
2.107390904E1,3.162890625E1
2.109180089E1,3.167187500E1
2.110969048E1,3.166406250E1
2.112759227E1,3.165625000E1
2.114548692E1,3.161328125E1
2.116338140E1,3.162109375E1
2.118127568E1,3.162890625E1
2.119917070E1,3.165625000E1
2.121706157E1,3.164062500E1
2.123495854E1,3.164843750E1
2.125285295E1,3.160546875E1
2.127074761E1,3.159765625E1
2.128864183E1,3.160546875E1
2.130653630E1,3.167187500E1
2.132443071E1,3.164843750E1
2.134232530E1,3.160546875E1
2.136020769E1,3.162109375E1
2.137811089E1,3.164843750E1
2.139601146E1,3.165625000E1
2.141390264E1,3.164843750E1
2.143179717E1,3.160546875E1
2.144969151E1,3.164843750E1
2.146758574E1,3.162109375E1
2.148548046E1,3.164843750E1
2.150337486E1,3.164062500E1
2.152126909E1,3.168359375E1
2.153914867E1,3.167578125E1
2.155705522E1,3.162109375E1
2.157495220E1,3.160546875E1
2.159283214E1,3.162890625E1
2.161074126E1,3.161328125E1
2.162863561E1,3.160546875E1
2.164653002E1,3.160546875E1
2.166441796E1,3.165625000E1
2.168231865E1,3.164843750E1
2.170020671E1,3.164843750E1
2.171810484E1,3.165625000E1
2.173600499E1,3.167968750E1
2.175389629E1,3.167968750E1
2.177179076E1,3.164843750E1
2.178968511E1,3.162890625E1
2.180758074E1,3.162109375E1
2.182547417E1,3.162109375E1
2.184336839E1,3.167187500E1
2.186126274E1,3.162109375E1
2.187914586E1,3.164062500E1
2.189704857E1,3.164062500E1
2.191494896E1,3.162890625E1
2.193282817E1,3.166406250E1
2.195073491E1,3.166406250E1
2.196862920E1,3.167968750E1
2.198652367E1,3.164062500E1
2.200441759E1,3.164843750E1
2.202231224E1,3.162890625E1
2.204020909E1,3.162109375E1
2.205809898E1,3.161328125E1
2.207599834E1,3.166406250E1
2.209387798E1,3.164062500E1
2.211178472E1,3.162109375E1
2.212967479E1,3.162890625E1
2.214757304E1,3.164062500E1
2.216546752E1,3.164843750E1
2.218336186E1,3.162109375E1
2.220125646E1,3.167187500E1
2.221914580E1,3.162890625E1
2.223704234E1,3.162890625E1
2.225493950E1,3.165625000E1
2.227283409E1,3.164062500E1
2.229072832E1,3.167187500E1
2.230862230E1,3.164843750E1
2.232651714E1,3.165625000E1
2.234441142E1,3.167187500E1
2.236230596E1,3.164843750E1
2.238019011E1,3.162109375E1
2.239809154E1,3.165625000E1
2.241599224E1,3.162109375E1
2.243388365E1,3.162109375E1
2.245177812E1,3.161328125E1
2.246967467E1,3.164843750E1
2.248756694E1,3.165625000E1
2.250546123E1,3.164062500E1
2.252335552E1,3.164843750E1
2.254124986E1,3.168359375E1
2.255912969E1,3.166796875E1
2.257703594E1,3.167187500E1
2.259493175E1,3.165625000E1
2.261282768E1,3.160546875E1
2.263072179E1,3.164062500E1
2.264861650E1,3.169140625E1
2.266651054E1,3.166796875E1
2.268440532E1,3.166406250E1
2.270229936E1,3.162890625E1
2.272018724E1,3.165625000E1
2.273808556E1,3.166406250E1
2.275598570E1,3.166406250E1
2.277387700E1,3.165625000E1
2.279177147E1,3.164062500E1
2.280966557E1,3.164843750E1
2.282756035E1,3.161328125E1
2.284545641E1,3.167187500E1
2.286333727E1,3.161328125E1
2.288123180E1,3.166406250E1
2.289913805E1,3.165625000E1
2.291702959E1,3.166406250E1
2.293492949E1,3.159765625E1
2.295282115E1,3.162890625E1
2.297071562E1,3.162109375E1
2.298860985E1,3.162109375E1
2.300650444E1,3.164843750E1
2.302439897E1,3.167187500E1
2.304229302E1,3.161328125E1
2.306017119E1,3.164843750E1
2.307807915E1,3.161328125E1
2.309597936E1,3.166406250E1
2.311387065E1,3.164843750E1
2.313176500E1,3.167968750E1
2.314965947E1,3.164062500E1
2.316755400E1,3.164062500E1
2.318544853E1,3.166406250E1
2.320334288E1,3.164062500E1
2.322123711E1,3.165625000E1
2.323913140E1,3.166406250E1
2.325702294E1,3.162890625E1
2.327492027E1,3.162109375E1
2.329281474E1,3.165625000E1
2.331070928E1,3.167968750E1
2.332859148E1,3.166406250E1
2.334649809E1,3.166406250E1
2.336439244E1,3.162109375E1
2.338228667E1,3.164062500E1
2.340016179E1,3.166406250E1
2.341807280E1,3.164843750E1
2.343597252E1,3.166406250E1
2.345386430E1,3.160546875E1
2.347175878E1,3.165625000E1
2.348965312E1,3.166406250E1
2.350754759E1,3.160546875E1
2.352543926E1,3.165625000E1
2.354333653E1,3.165625000E1
2.356121904E1,3.167968750E1
2.357912535E1,3.167187500E1
2.359701927E1,3.164843750E1
2.361491387E1,3.164062500E1
2.363280840E1,3.164843750E1
2.365070287E1,3.164062500E1
2.366860106E1,3.169140625E1
2.368649144E1,3.170312500E1
2.370438579E1,3.163281250E1
2.372226860E1,3.164843750E1
2.374016429E1,3.164062500E1
2.375805809E1,3.165625000E1
2.377596666E1,3.162890625E1
2.379384575E1,3.162890625E1
2.381175243E1,3.161328125E1
2.382964653E1,3.164843750E1
2.384754131E1,3.162109375E1
2.386543559E1,3.161328125E1
2.388333012E1,3.164843750E1
2.390122411E1,3.168359375E1
2.391911894E1,3.160156250E1
2.393701024E1,3.159765625E1
2.395490746E1,3.164843750E1
2.397280205E1,3.166406250E1
2.399069457E1,3.167187500E1
2.400859087E1,3.167187500E1
2.402648534E1,3.164843750E1
2.404437975E1,3.164843750E1
2.406227446E1,3.165625000E1
2.408017034E1,3.168359375E1
2.409805980E1,3.166015625E1
2.411596044E1,3.167968750E1
2.413385454E1,3.164062500E1
2.415174590E1,3.164062500E1
2.416963011E1,3.165625000E1
2.418753478E1,3.166406250E1
2.420542925E1,3.166406250E1
2.422332378E1,3.170703125E1
2.424121800E1,3.167968750E1
2.425910668E1,3.167968750E1
2.427700389E1,3.161718750E1
2.429490117E1,3.164062500E1
2.431279558E1,3.168359375E1
2.433068999E1,3.166015625E1
2.434858452E1,3.164062500E1
2.436647588E1,3.164843750E1
2.438437328E1,3.166406250E1
2.440226762E1,3.167968750E1
2.442016234E1,3.166406250E1
2.443805327E1,3.162109375E1
2.445595268E1,3.164843750E1
2.447384502E1,3.164062500E1
2.449173955E1,3.162890625E1
2.450963384E1,3.165625000E1
2.452752812E1,3.165625000E1
2.454542296E1,3.166406250E1
2.456331957E1,3.164062500E1
2.458121172E1,3.162109375E1
2.459910887E1,3.162109375E1
2.461699889E1,3.166406250E1
2.463489232E1,3.164062500E1
2.465278911E1,3.164843750E1
2.467068364E1,3.165625000E1
2.468857787E1,3.162109375E1
2.470647246E1,3.161328125E1
2.472435552E1,3.165625000E1
2.474226097E1,3.159765625E1
2.476015556E1,3.164062500E1
2.477804686E1,3.166406250E1
2.479594487E1,3.167187500E1
2.481383861E1,3.167968750E1
2.483173320E1,3.166406250E1
2.484962718E1,3.161328125E1
2.486752202E1,3.165625000E1
2.488541655E1,3.164843750E1
2.490331059E1,3.164843750E1
2.492120213E1,3.166406250E1
2.493909972E1,3.164843750E1
2.495699413E1,3.167187500E1
2.497488909E1,3.164843750E1
2.499278002E1,3.165625000E1
2.501067729E1,3.167968750E1
2.502857152E1,3.164062500E1
2.504646611E1,3.162109375E1
2.506436308E1,3.167187500E1
2.508225182E1,3.165625000E1
2.510014330E1,3.162890625E1
2.511804051E1,3.161328125E1
2.513594182E1,3.162890625E1
2.515383214E1,3.166406250E1
2.517172679E1,3.161328125E1
2.518962090E1,3.167187500E1
2.520751543E1,3.165625000E1
2.522540978E1,3.164843750E1
2.524330425E1,3.160546875E1
2.526119878E1,3.161328125E1
2.527909300E1,3.162890625E1
2.529698412E1,3.164062500E1
2.531488158E1,3.164062500E1
2.533277648E1,3.164062500E1
2.535067064E1,3.167968750E1
2.536856493E1,3.164062500E1
2.538645952E1,3.165625000E1
2.540435381E1,3.161328125E1
2.542224809E1,3.164062500E1
2.544014568E1,3.168359375E1
2.545802116E1,3.165234375E1
2.547593389E1,3.160546875E1
2.549382573E1,3.162890625E1
2.551172026E1,3.167187500E1
2.552961388E1,3.167187500E1
2.554750908E1,3.162890625E1
2.556540337E1,3.162109375E1
2.558328301E1,3.162109375E1
2.560119219E1,3.164843750E1
2.561908678E1,3.167187500E1
2.563697917E1,3.162890625E1
2.565487236E1,3.165625000E1
2.567276976E1,3.164843750E1
2.569066411E1,3.164843750E1
2.570855864E1,3.166406250E1
2.572645268E1,3.164062500E1
2.574434722E1,3.165625000E1
2.576224181E1,3.160546875E1
2.578013628E1,3.164843750E1
2.579802727E1,3.164843750E1
2.581592559E1,3.161328125E1
2.583380724E1,3.166406250E1
2.585171367E1,3.161328125E1
2.586960790E1,3.164843750E1
2.588750243E1,3.157421875E1
2.590539708E1,3.162890625E1
2.592327953E1,3.164062500E1
2.594118559E1,3.161328125E1
2.595908013E1,3.164843750E1
2.597697002E1,3.166406250E1
2.599486876E1,3.165625000E1
2.601276323E1,3.162890625E1
2.603065746E1,3.162109375E1
2.604854912E1,3.166406250E1
2.606644634E1,3.166406250E1
2.608432903E1,3.162109375E1
2.610223503E1,3.159765625E1
2.612012700E1,3.167968750E1
2.613802043E1,3.168359375E1
2.615592156E1,3.166015625E1
2.617381261E1,3.161328125E1
2.619170683E1,3.166406250E1
2.620960130E1,3.162890625E1
2.622749584E1,3.164843750E1
2.624539043E1,3.164843750E1
2.626328325E1,3.164843750E1
2.628117900E1,3.161328125E1
2.629907335E1,3.166406250E1
2.631696507E1,3.159765625E1
2.633486211E1,3.162890625E1
2.635275664E1,3.162109375E1
2.637065093E1,3.164843750E1
2.638853349E1,3.159765625E1
2.640643968E1,3.165625000E1
2.642433428E1,3.164062500E1
2.644222856E1,3.164843750E1
2.646012615E1,3.166406250E1
2.647801640E1,3.161328125E1
2.649591460E1,3.161328125E1
2.651380596E1,3.164843750E1
2.653170049E1,3.167968750E1
2.654957994E1,3.165625000E1
2.656748937E1,3.165625000E1
2.658538085E1,3.165625000E1
2.660327812E1,3.162890625E1
2.662117241E1,3.162890625E1
2.663906700E1,3.160546875E1
2.665695800E1,3.159765625E1
2.667485546E1,3.161328125E1
2.669275005E1,3.162109375E1
2.671064427E1,3.162890625E1
2.672854070E1,3.164062500E1
2.674643309E1,3.162890625E1
2.676431523E1,3.162890625E1
2.678222197E1,3.166406250E1
2.680011626E1,3.166406250E1
2.681800731E1,3.166406250E1
2.683590831E1,3.162109375E1
2.685379051E1,3.164843750E1
2.687169390E1,3.167187500E1
2.688958812E1,3.166406250E1
2.690748265E1,3.165625000E1
2.692537694E1,3.164843750E1
2.694325701E1,3.158984375E1
2.696115404E1,3.164062500E1
2.697905187E1,3.167187500E1
2.699694267E1,3.164062500E1
2.701484905E1,3.162109375E1
2.703274339E1,3.162109375E1
2.705062267E1,3.167968750E1
2.706853203E1,3.162109375E1
2.708642949E1,3.165625000E1
2.710432085E1,3.162890625E1
2.712220488E1,3.164843750E1
2.714010967E1,3.164062500E1
2.715800218E1,3.162890625E1
2.717590148E1,3.165625000E1
2.719379296E1,3.164843750E1
2.721168730E1,3.161328125E1
2.722958153E1,3.158984375E1
2.724747612E1,3.160546875E1
2.726537047E1,3.160546875E1
2.728326488E1,3.162109375E1
2.730115904E1,3.165625000E1
2.731905083E1,3.160546875E1
2.733694524E1,3.162109375E1
2.735484197E1,3.160546875E1
2.737273662E1,3.164843750E1
2.739063091E1,3.164843750E1
2.740852538E1,3.164062500E1
