"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.519055542E0,9.305612743E-2,-1.372238249E-1,-6.737946719E-2
3.529010542E0,1.085314900E-1,-1.287890524E-1,-5.991941690E-2
3.538965542E0,1.351271570E-1,-1.138621643E-1,-2.949827164E-2
3.548920542E0,1.571975648E-1,-1.570072472E-1,5.621365272E-3
3.558875542E0,1.503043473E-1,-1.488948017E-1,1.611261070E-2
3.568830542E0,1.314486265E-1,-1.065801084E-1,-4.282826558E-4
3.578785542E0,1.261301339E-1,-5.542414635E-2,-1.132516749E-2
3.588740542E0,1.247769818E-1,-1.702349260E-2,-1.429352537E-2
3.598696542E0,1.271160394E-1,-1.742842421E-2,-5.788863637E-3
3.608651542E0,1.264984608E-1,-1.191381738E-2,1.024949178E-2
3.618606542E0,1.291035414E-1,2.785569802E-2,4.015228152E-2
3.628561542E0,1.674879491E-1,6.291195005E-2,5.467449874E-2
3.638516542E0,2.216990441E-1,4.820423201E-2,7.257751375E-2
3.648471542E0,2.242399752E-1,2.885503322E-2,8.638627082E-2
3.658426542E0,2.103366405E-1,-1.581387967E-2,1.005488858E-1
3.668381542E0,1.944894940E-1,-7.870735228E-2,1.134441793E-1
3.678336542E0,2.006100416E-1,-1.140862182E-1,1.291193068E-1
3.688291542E0,2.140147984E-1,-9.637086838E-2,1.446695030E-1
3.698246542E0,2.212468386E-1,-8.460939676E-2,1.566266268E-1
3.708201542E0,2.171857804E-1,-1.112543270E-1,1.578743309E-1
3.718156542E0,2.092895359E-1,-1.223169044E-1,1.660856009E-1
3.728111542E0,1.861818135E-1,-9.016110003E-2,1.738242209E-1
