"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.699886167E0,-4.915365359E-1,7.151288000E0,-1.646961113E-1
2.709844167E0,-7.723391274E-1,7.539137907E0,4.978553295E-2
2.719802167E0,-9.586647472E-1,7.629914176E0,1.321365488E-1
2.729760167E0,-1.130270002E0,7.902839983E0,3.832721952E-1
2.739718167E0,-1.323219932E0,8.013918369E0,9.115972924E-1
2.749676167E0,-1.406316175E0,8.153108999E0,8.824488493E-1
2.759634167E0,-2.069112834E0,6.507753970E0,1.117393556E0
2.769591167E0,-2.846994976E0,4.771296982E0,7.897950395E-1
2.779549167E0,-2.395459973E0,4.813678771E0,5.277545551E-1
2.789507167E0,-7.462004654E-1,5.944886958E0,8.107702446E-1
2.799465167E0,3.319844687E0,4.332718971E0,1.739310429E0
2.809423167E0,3.571317353E0,-1.049750626E-1,4.903703088E-1
2.819381167E0,1.667595206E0,-1.032716284E1,-2.731222554E-1
2.829338167E0,1.350725271E-1,-3.376493623E1,-1.397823497E-1
2.839296167E0,-3.331019009E0,-3.778669794E1,9.265609020E-1
2.849254167E0,-3.214060662E0,-2.273173146E1,1.171249920E0
2.859212167E0,3.458068480E0,-1.214196784E1,1.257414490E0
2.869170167E0,8.214118263E0,-9.030328172E0,8.804257127E-1
2.879128417E0,1.456091534E1,-1.023899501E1,1.751360371E0
2.889085417E0,1.392620593E1,-3.160308378E0,1.903354064E0
2.899043417E0,6.880051453E0,5.799127566E0,6.999234080E-1
2.909001417E0,2.884009020E0,6.888031733E0,-1.829937302E-2
2.918959417E0,9.945733756E-2,5.478711258E0,-5.448260128E-1
2.928917417E0,-3.847847968E0,2.209261676E0,-5.367100775E-1
2.938875417E0,-8.060894900E0,-9.289027119E-1,2.812078035E-1
2.948832417E0,-1.064980635E1,-3.124870158E0,5.548990113E-1
2.958790417E0,-1.125240987E1,-2.709112660E0,5.175142533E-1
2.968748417E0,-9.507656266E0,-7.209558427E-1,7.676394278E-1
2.978706417E0,-5.667131935E0,1.302922785E0,6.392819345E-1
2.988664417E0,-4.323255837E0,1.801323075E0,4.458250870E-1
2.998622417E0,-5.246171000E0,1.534044508E0,6.974512053E-1
3.008580417E0,-5.874180672E0,5.344863814E-1,1.077472275E0
3.018537417E0,-4.363723832E0,4.552110010E-1,1.059663996E0
3.028495417E0,-2.774029326E0,9.945441395E-1,8.086576456E-1
3.038453417E0,-2.012976640E0,9.584393370E-1,6.903252035E-1
3.048411417E0,-1.401739121E0,6.198165536E-1,4.985581648E-1
3.058369417E0,-7.088607310E-1,2.127538651E-1,1.624894452E-1
3.068327417E0,-1.482907976E-1,-1.543939751E-1,-3.229844052E-1
3.078284417E0,5.774166387E-1,-2.622727650E-1,-5.365481097E-1
3.088242417E0,1.147500577E0,-3.572023112E-1,-7.059390235E-1
3.098200417E0,1.248278654E0,-5.796917903E-1,-7.687936682E-1
3.108158417E0,1.198379247E0,-5.896028209E-1,-7.970737267E-1
3.118116417E0,1.116060537E0,-5.424210531E-1,-7.567986900E-1
3.128074417E0,1.029697454E0,-5.205302471E-1,-6.844043130E-1
3.138031417E0,9.772545075E-1,-4.240371555E-1,-5.983186805E-1
3.147989417E0,8.960935463E-1,-3.795831138E-1,-4.987575549E-1
3.157947417E0,7.565237246E-1,-2.462303442E-1,-3.513808233E-1
3.167905417E0,6.525181304E-1,-1.839428794E-1,-1.532467514E-1
3.177863417E0,6.222054335E-1,-1.193744159E-1,-4.957854152E-3
3.187821417E0,6.119505867E-1,-3.049147546E-2,1.400712204E-1
3.197779417E0,5.730838519E-1,-9.098092139E-2,2.411894596E-1
3.207736417E0,5.264793505E-1,-1.120882004E-1,2.887588978E-1
3.217694417E0,5.377434267E-1,-1.088821721E-1,2.827023518E-1
3.227652417E0,5.441820882E-1,-6.804287910E-2,2.209674489E-1
3.237610417E0,4.933920036E-1,-3.362733722E-2,1.584256303E-1
3.247568417E0,4.496381660E-1,5.066612363E-3,8.964366317E-2
3.257526417E0,3.469136967E-1,1.541618407E-2,2.800699810E-2
3.267483417E0,1.812060902E-1,-3.557738364E-2,-2.749126911E-2
3.277441417E0,4.291651636E-2,-5.062519312E-2,-1.039272416E-1
3.287399417E0,-1.044909132E-1,-4.581995130E-2,-1.890743959E-1
3.297357417E0,-2.405000728E-1,4.324542224E-2,-2.884279454E-1
3.307315417E0,-3.793625276E-1,1.962933683E-1,-3.645996237E-1
3.317273417E0,-5.231416136E-1,2.484470236E-1,-3.941175377E-1
3.327230417E0,-6.077505317E-1,1.891077250E-1,-3.991964293E-1
3.337188417E0,-4.883671989E-1,1.020982325E-1,-3.350571513E-1
3.347146417E0,-3.964900455E-1,3.826651812E-2,-2.147927892E-1
3.357104417E0,-3.931663419E-1,5.011122286E-2,-6.761838038E-2
3.367062417E0,-3.534266178E-1,1.434544194E-1,5.873294234E-2
3.377020417E0,-2.979533520E-1,2.023481601E-1,1.651347073E-1
3.386977417E0,-2.501425700E-1,1.946561480E-1,2.635304829E-1
3.396935417E0,-1.035905881E-1,1.286574554E-1,3.426924455E-1
3.406893417E0,9.049457923E-2,6.611037433E-2,4.272326589E-1
3.416851417E0,3.026726398E-1,-3.098381102E-2,4.905006651E-1
3.426809417E0,4.807279578E-1,-1.146446031E-1,5.500101177E-1
3.436767417E0,5.401001470E-1,-1.244281644E-1,5.600474846E-1
3.446725417E0,5.076915157E-1,-1.022660476E-1,4.937447369E-1
3.456682417E0,4.242470706E-1,-4.176373780E-2,3.701345980E-1
3.466640417E0,3.210149167E-1,-2.969040692E-2,2.125580017E-1
3.476598417E0,2.371778311E-1,-3.171178937E-2,3.846532345E-2
3.486556417E0,1.387976968E-1,-9.115809202E-3,-1.150650088E-1
3.496514417E0,8.628970027E-2,1.931276858E-2,-2.583908168E-1
3.506472417E0,9.019987956E-2,3.941315711E-2,-3.678670478E-1
3.516429417E0,8.633530855E-2,-5.660104752E-3,-4.351041806E-1
3.526387417E0,5.277155980E-2,-7.873802125E-2,-4.784835041E-1
3.536345417E0,3.929416627E-2,-1.340649605E-1,-5.104759598E-1
3.546303417E0,4.885948017E-2,-1.829792583E-1,-5.502674317E-1
3.556261417E0,9.484929308E-2,-1.654007739E-1,-5.867388546E-1
3.566219417E0,1.604503749E-1,-1.037746292E-1,-6.326617169E-1
3.576177417E0,2.391212994E-1,3.082652092E-3,-6.596232283E-1
3.586134417E0,3.273809266E-1,4.158013523E-2,-6.215461600E-1
3.596092417E0,3.705297236E-1,4.988025784E-2,-5.315890861E-1
3.606050417E0,3.651906310E-1,1.737149298E-2,-3.734183943E-1
3.616008417E0,3.231921275E-1,-2.039976597E-2,-1.913746905E-1
3.625966417E0,2.720862933E-1,-3.899566591E-2,5.317476187E-3
3.635924417E0,2.035943480E-1,-1.020222187E-2,1.562060455E-1
3.645881417E0,1.213561834E-1,3.061894476E-2,3.042364776E-1
3.655839417E0,4.853101283E-2,5.287520170E-2,3.777242474E-1
3.665797417E0,4.752324522E-4,6.787506402E-2,4.012546492E-1
3.675755417E0,-2.532560661E-2,6.123788953E-2,3.536489948E-1
3.685713417E0,-1.994178280E-2,5.269686162E-2,2.364578927E-1
3.695671417E0,-5.032259971E-3,3.149836600E-2,6.966369074E-2
3.705628417E0,6.322301924E-4,7.744637132E-3,-9.386305053E-2
3.715586417E0,3.981018305E-2,-4.502940774E-3,-2.964386308E-1
3.725544417E0,5.204723597E-2,2.252990663E-2,-4.944417250E-1
3.735502417E0,4.369361132E-2,5.689282358E-2,-6.523949003E-1
3.745460417E0,1.983331695E-2,-3.601300120E-3,-7.538487697E-1
3.755418417E0,-2.320116699E-2,-1.022426587E-1,-7.940857995E-1
3.765376417E0,-1.774805367E-2,-1.208180934E-1,-7.847606599E-1
3.775333417E0,4.381947264E-2,-8.299830258E-2,-7.375888324E-1
3.785291417E0,9.258349702E-2,-8.335732162E-2,-6.539502597E-1
3.795249417E0,1.390637451E-1,-1.330475450E-1,-5.678441620E-1
3.805207417E0,1.987022750E-1,-1.261928540E-1,-4.963058174E-1
3.815165417E0,2.288753696E-1,-1.062345529E-1,-4.359648907E-1
3.825123417E0,2.421584894E-1,-1.199486125E-1,-3.727447951E-1
3.835080417E0,2.567164484E-1,-1.480187559E-1,-3.406014812E-1
3.845038417E0,2.429450861E-1,-1.609025109E-1,-2.849079216E-1
3.854996417E0,2.394477202E-1,-1.254613674E-1,-2.153740390E-1
3.864954417E0,2.260293835E-1,-4.559307933E-2,-8.817835093E-2
3.874912417E0,2.218337139E-1,9.553473294E-2,9.670940202E-2
3.884870667E0,1.340124817E-1,2.412818456E-1,3.175365543E-1
3.894828667E0,-8.646862507E-3,3.527759689E-1,5.551837707E-1
3.904785667E0,-1.892694005E-1,4.159329146E-1,8.178920802E-1
