"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.699886167E0,9.252128601E0,4.527087402E1,1.081695557E1
2.709844167E0,1.046041107E1,4.502925873E1,1.003140259E1
2.719802167E0,1.186637115E1,4.494281769E1,8.941848755E0
2.729760167E0,1.313128662E1,4.457461548E1,8.243209839E0
2.739718167E0,1.428704834E1,4.443595886E1,7.096664429E0
2.749676167E0,1.537173462E1,4.421393585E1,5.806869507E0
2.759634167E0,1.638346863E1,4.378010559E1,4.560867310E0
2.769591167E0,1.778160858E1,4.321030426E1,3.790252686E0
2.779549167E0,1.911034012E1,4.280611420E1,2.899383545E0
2.789507167E0,2.083182907E1,4.210291290E1,2.286727905E0
2.799465167E0,2.227336121E1,4.164972687E1,2.212844849E0
2.809423167E0,2.349071884E1,4.094746399E1,1.530227661E0
2.819381167E0,2.490133667E1,3.970823669E1,9.744567871E-1
2.829338167E0,2.693647766E1,3.821431732E1,1.717102051E0
2.839296167E0,2.955621338E1,3.612035370E1,1.663330078E0
2.849254167E0,3.277133942E1,3.301087189E1,2.270568848E0
2.859212167E0,3.590960312E1,2.959899902E1,3.074295044E0
2.869170167E0,3.844592285E1,2.616099548E1,4.250411987E0
2.879128417E0,3.968407822E1,2.397120667E1,4.759124756E0
2.889085417E0,3.958124924E1,2.393274689E1,5.344161987E0
2.899043417E0,3.907256317E1,2.501190948E1,4.426467896E0
2.909001417E0,3.796953583E1,2.697265625E1,3.919616699E0
2.918959417E0,3.655564499E1,2.893452454E1,2.854934692E0
2.928917417E0,3.509524918E1,3.059733582E1,1.748611450E0
2.938875417E0,3.352281952E1,3.234159851E1,2.075958252E-1
2.948832417E0,3.270701599E1,3.344010925E1,-8.546447754E-1
2.958790417E0,3.211885834E1,3.389680481E1,-2.056564331E0
2.968748417E0,3.212622070E1,3.406964111E1,-2.839431763E0
2.978706417E0,3.211667633E1,3.405799103E1,-3.329208374E0
2.988664417E0,3.185851669E1,3.452345276E1,-3.893264771E0
2.998622417E0,3.182479668E1,3.449948120E1,-3.817977905E0
3.008580417E0,3.174511909E1,3.456045532E1,-3.905609131E0
3.018537417E0,3.177993774E1,3.439644623E1,-3.748947144E0
3.028495417E0,3.193923187E1,3.433994293E1,-3.000457764E0
