"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.633073122E0,-2.505719662E-3,6.384385228E-1,-2.418804169E-2
5.650967411E0,3.753849864E-2,6.419474483E-1,-2.949619293E-2
5.668850713E0,-1.681745052E-2,6.500515938E-1,-5.959224701E-2
5.686758919E0,-1.909551024E-2,6.596214175E-1,-3.150367737E-2
5.704647592E0,8.668690920E-3,6.602653265E-1,-5.375862122E-2
5.722544811E0,-5.291700363E-3,6.532855034E-1,-4.273796082E-2
5.740439343E0,1.004648209E-2,6.390888095E-1,-3.135490417E-2
5.758334182E0,-1.644074917E-3,6.337283254E-1,-5.145931244E-2
5.776227677E0,4.144331813E-2,6.366637945E-1,-1.533985138E-2
5.794122272E0,7.347643375E-3,6.610118151E-1,-2.981090546E-2
5.812016561E0,-9.275883436E-3,6.515302062E-1,-4.591655731E-2
5.829910788E0,8.792459965E-3,6.590530872E-1,-4.552936554E-2
5.847805382E0,-1.227948070E-2,6.495764256E-1,-3.900814056E-2
5.865702601E0,1.932284236E-2,6.450704336E-1,-3.788566589E-2
5.883593838E0,-3.079026937E-3,6.542755961E-1,-4.059886932E-2
5.901488127E0,-1.699301600E-2,6.605525613E-1,-4.449939728E-2
5.919382660E0,-1.347380877E-2,6.527505517E-1,-3.224372864E-2
5.937276949E0,1.730981469E-2,6.444523931E-1,-4.267024994E-2
5.955171299E0,2.733260393E-3,6.289386749E-1,-5.034923553E-2
5.973065771E0,-2.224555612E-2,6.404020786E-1,-3.079700470E-2
5.990959876E0,-1.783442497E-2,6.209204197E-1,-3.537464142E-2
6.008842386E0,-8.044153452E-3,6.313522458E-1,-2.204227448E-2
6.026748882E0,3.867298365E-3,6.340275407E-1,-1.811408997E-2
6.044638044E0,5.232483149E-3,6.227377057E-1,-1.384162903E-2
6.062537460E0,9.637862444E-3,6.169753075E-1,-2.982044220E-2
6.080431809E0,-1.538473368E-2,6.146774888E-1,-3.203964233E-2
