"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.731865756E0,5.766322613E0,3.661935806E0,1.611577034E0
3.749774570E0,3.070379019E0,-7.343177795E-1,1.345381141E0
3.767669406E0,1.781050414E-1,-3.697535515E0,2.215136766E0
3.785563815E0,1.087094784E0,-1.203077316E0,2.873445272E0
3.803458041E0,1.766150713E0,1.971483231E0,6.836537123E-1
3.821352328E0,-3.103523731E0,1.108835220E0,-3.281478882E0
3.839246555E0,-4.584539890E0,8.030319214E-2,-5.048909664E0
3.857141147E0,-3.399392366E0,-2.769279480E-1,-6.045467257E-1
3.875035434E0,-1.449480534E0,1.953721523E0,-9.259874821E-1
3.892930026E0,4.337767959E-1,3.426133156E0,-1.155068874E-1
3.910824252E0,-2.027629018E-1,4.085709572E0,6.912925243E-1
3.928718600E0,-5.334731936E-1,4.530873299E0,5.366128683E-1
3.946612949E0,-1.055176139E0,4.732848644E0,8.000788689E-1
3.964495883E0,-7.662175894E-1,4.736283302E0,6.073263884E-1
3.982401828E0,-1.046725750E0,4.818898201E0,8.235714436E-1
4.000296115E0,-1.032365561E0,4.791902542E0,1.167416096E0
4.018190646E0,-1.252177954E0,4.210973263E0,2.372031689E0
4.036084811E0,-2.273793459E0,-5.645457268E0,3.290567636E0
4.053967075E0,-4.392624855E0,-2.758987045E1,6.413572788E0
4.071858920E0,-1.758885980E0,-1.939767265E1,4.552845001E0
4.089768100E0,1.563262463E0,-7.149301529E0,2.120817900E-1
4.107665378E0,3.084142447E0,-1.958494186E-1,-3.088814020E0
4.125556918E0,3.077054262E0,3.481907368E0,-1.415217304E1
4.143451205E0,1.626530647E0,3.848768711E0,-6.706791401E0
4.161346103E0,9.214691520E-1,1.801011086E0,-1.388376117E0
4.179240085E0,-2.390306294E-1,-6.913604736E-1,3.764325380E-1
4.197134555E0,-1.072267294E0,-1.551673889E0,1.279586077E0
4.215016696E0,-2.725941539E-1,-4.451503754E-1,1.323446751E0
4.232923068E0,2.049526572E-1,-4.513883591E-1,6.350719929E-1
4.250817416E0,6.892981529E-1,-1.112738609E0,-4.081800580E-3
4.268714512E0,4.284637570E-1,1.135559082E-1,-4.556205869E-2
4.286591891E0,1.777926534E-1,3.058500290E-1,6.239301562E-1
4.304500766E0,2.182153761E-1,6.653261185E-1,8.336905241E-1
4.322383029E0,1.059810743E-1,5.044937134E-1,5.242897272E-1
4.340278598E0,-6.529100239E-2,1.334562302E-1,6.763786077E-3
4.358175388E0,-3.161304593E-1,-1.030206680E-1,-3.427983820E-1
4.376065708E0,-4.656754136E-1,-8.853244781E-2,-3.111363649E-1
4.393963840E0,-5.121387243E-1,1.344747543E-1,-1.209510043E-1
4.411853976E0,-7.179163694E-1,1.197023392E-1,-3.770414367E-2
4.429758579E0,-7.397834063E-1,-5.914211273E-2,1.701668203E-1
4.447658786E0,-5.307035446E-1,-1.016407013E-1,2.764126956E-1
4.465550082E0,-4.120659828E-1,-9.539222717E-2,1.551349014E-1
4.483444308E0,-4.884580672E-1,2.781448364E-1,-6.920624524E-2
4.501338718E0,6.778360009E-1,4.374504089E-3,5.766927600E-1
4.519233188E0,8.635339737E-1,-5.336132050E-1,-3.188184649E-2
4.537127719E0,2.393041104E-1,1.912183762E-1,-9.423815608E-1
4.555021762E0,-2.371381223E-1,1.467905045E-1,-6.709271669E-1
4.572916293E0,9.525166452E-2,-7.108688354E-3,-9.019499272E-2
4.590808689E0,4.711412191E-1,9.733295441E-2,2.924745083E-1
4.608708103E0,4.193055034E-1,-4.399585724E-2,3.568863869E-1
4.626599094E0,2.946638763E-1,-1.139001846E-1,2.550902069E-1
4.644494113E0,4.801514000E-2,-8.538913727E-2,1.407896355E-2
4.662388217E0,-8.576966822E-2,-4.104900360E-2,1.448218077E-1
4.680282748E0,-1.853311062E-1,2.519416809E-2,2.929050326E-1
4.698176975E0,-2.344916165E-1,5.652809143E-2,2.514897883E-1
4.716071384E0,-3.081207871E-1,3.506660461E-3,2.901970148E-1
4.733958591E0,-3.760454059E-1,-1.447200775E-2,3.667734563E-1
4.751848972E0,-3.628025353E-1,-1.780891418E-2,2.602238953E-1
4.769754672E0,-2.721688151E-1,-3.314971924E-3,1.491420567E-1
4.787651889E0,-6.199216843E-2,-1.178550720E-2,1.185636148E-1
4.805543185E0,9.516572207E-2,1.455307007E-3,2.011987567E-2
4.823437778E0,1.091177613E-1,-1.829814911E-2,-8.569473028E-2
4.841331821E0,6.044165790E-2,2.132987976E-2,-1.160515472E-1
4.859226657E0,1.353283525E-1,9.611320496E-2,-5.044869706E-2
4.877117892E0,2.573825717E-1,7.599353790E-2,6.233865768E-2
4.895015170E0,3.698592782E-1,7.102775574E-2,1.199483648E-1
4.912909702E0,4.368687272E-1,7.161903381E-2,1.141134501E-1
4.930801364E0,4.501267970E-1,5.711650848E-2,1.144927591E-1
4.948698459E0,3.780718446E-1,2.483558655E-2,8.686007559E-2
4.966592868E0,2.756822407E-1,2.626800537E-2,2.583940327E-2
4.984487094E0,1.740930229E-1,1.222133636E-2,4.105299711E-3
5.002378573E0,6.664102525E-2,-3.744888306E-2,1.156302355E-2
5.020275851E0,8.518573642E-2,-3.061389923E-2,-1.338133588E-3
5.038170505E0,4.696686938E-2,-1.654052734E-2,4.207635298E-2
5.056064731E0,2.840452641E-2,-1.344871521E-2,9.039063007E-2
5.073958469E0,-2.690798044E-2,-3.170967102E-3,1.103314459E-1
5.091841830E0,-5.327468365E-2,5.375194550E-2,7.638873160E-2
5.109744845E0,1.219699234E-1,6.815910339E-2,4.482226819E-2
5.127645237E0,2.113479674E-1,-3.708839417E-3,-5.805678666E-4
5.145536655E0,2.152822912E-1,-2.779483795E-2,-5.327580869E-2
5.163430942E0,2.534800768E-1,3.253936768E-3,-4.504401982E-2
5.181325290E0,3.247418404E-1,3.202629089E-2,2.591195703E-2
5.199219943E0,4.263258576E-1,-1.476097107E-2,1.106387228E-1
5.217114597E0,4.757441282E-1,-5.299949646E-2,1.302118003E-1
5.235008578E0,3.989030719E-1,-6.978416443E-2,7.074823976E-2
5.252903110E0,2.512997091E-1,-1.729965210E-2,5.279369652E-2
5.270797397E0,2.534526885E-1,5.832386017E-2,3.125662357E-2
5.288691928E0,3.403710425E-1,1.122827530E-1,7.147799432E-2
5.306586154E0,3.157617152E-1,1.025781631E-1,1.001965478E-1
5.324480807E0,2.348513156E-1,-8.782482147E-2,8.963397890E-2
5.342373629E0,1.604132205E-1,-2.729177475E-1,-3.704726696E-3
5.360269260E0,-1.528035104E-2,-2.172451019E-1,-1.921017617E-1
5.378151889E0,-7.998402417E-2,-1.300678253E-1,-2.521668673E-1
5.396058200E0,-6.185333431E-2,-3.263664246E-2,-2.161608487E-1
5.413958286E0,7.250100374E-3,1.528186798E-1,-1.850860566E-1
5.431835422E0,7.660201937E-2,1.951313019E-1,-1.017548293E-1
5.449738253E0,1.998698562E-1,1.083564758E-1,-2.325326204E-2
5.467638767E0,2.388509810E-1,8.027362823E-2,2.707989514E-2
5.485530002E0,2.281451523E-1,6.928443909E-2,3.533849120E-2
5.503412692E0,1.843165606E-1,-1.551628113E-3,7.237313688E-2
5.521318881E0,2.358635068E-1,-4.907226562E-2,8.444774151E-2
5.539216098E0,2.533348203E-1,1.756858826E-2,-8.787560463E-2
5.557107639E0,4.027876258E-1,4.344558716E-2,-2.344000041E-1
5.575001987E0,5.463863611E-1,-2.827835083E-2,-1.945899725E-1
5.592893344E0,5.977367163E-1,1.514720917E-2,-5.072820187E-2
5.610790866E0,6.065521240E-1,1.465969086E-1,1.021220088E-1
5.628685031E0,4.891140461E-1,-1.566696167E-2,1.818109751E-1
5.646579623E0,3.565822244E-1,-2.697582245E-1,2.644240856E-3
5.664474155E0,2.895779312E-1,-2.688665390E-1,-4.164934158E-1
5.682368503E0,2.865886390E-1,-1.070346832E-1,-8.436979055E-1
5.700262912E0,2.630562782E-1,1.230764389E-1,-9.711087942E-1
5.718160251E0,1.744090319E-1,2.715492249E-1,-7.110674977E-1
5.736051547E0,1.811603159E-1,1.845884323E-1,-5.462145805E-1
5.753926670E0,1.171881780E-1,-1.977195740E-1,-8.366361856E-1
5.771828342E0,1.689777672E-1,-8.223323822E-1,-1.195888996E0
5.789731967E0,5.218442678E-1,-9.930181503E-1,-1.380808592E0
5.807632175E0,1.944453835E0,1.217508316E-1,-6.776670218E-1
5.825523715E0,2.795016527E0,6.099033356E-2,-7.232525349E-1
