"Time (s)","Temperature (°C)"
2.308441376E1,2.596875000E1
2.310229853E1,2.597656250E1
2.312018762E1,2.599218750E1
2.313808722E1,2.600781250E1
2.315598188E1,2.593359375E1
2.317387329E1,2.599218750E1
2.319176441E1,2.594921875E1
2.320964630E1,2.600000000E1
2.322754737E1,2.597656250E1
2.324543842E1,2.592968750E1
2.326332953E1,2.595312500E1
2.328122089E1,2.595703125E1
2.329910358E1,2.595703125E1
2.331700366E1,2.594140625E1
2.333489453E1,2.594140625E1
2.335278607E1,2.598437500E1
2.337067725E1,2.600000000E1
2.338856885E1,2.601562500E1
2.340645990E1,2.600781250E1
2.342435352E1,2.597656250E1
2.344224262E1,2.600781250E1
2.346012781E1,2.594140625E1
2.347802539E1,2.593359375E1
2.349591645E1,2.598437500E1
2.351380786E1,2.593359375E1
2.353169898E1,2.599218750E1
2.354959290E1,2.597656250E1
2.356748169E1,2.600781250E1
2.358537372E1,2.600000000E1
2.360326099E1,2.595703125E1
2.362115827E1,2.594140625E1
2.363904663E1,2.597656250E1
2.365694080E1,2.596875000E1
2.367483222E1,2.592187500E1
2.369272022E1,2.592578125E1
2.371061182E1,2.596093750E1
2.372850318E1,2.594140625E1
2.374638208E1,2.597656250E1
2.376427448E1,2.598437500E1
2.378216754E1,2.599218750E1
2.380006269E1,2.597656250E1
2.381795624E1,2.598437500E1
2.383585376E1,2.598437500E1
2.385374054E1,2.598437500E1
2.387163611E1,2.598437500E1
2.388952442E1,2.595703125E1
2.390741870E1,2.599218750E1
2.392530707E1,2.594921875E1
2.394319849E1,2.599218750E1
2.396108979E1,2.598437500E1
2.397897797E1,2.599218750E1
2.399687537E1,2.598437500E1
2.401476367E1,2.594921875E1
2.403265503E1,2.597656250E1
2.405054633E1,2.596875000E1
2.406843756E1,2.598437500E1
2.408632880E1,2.595703125E1
2.410420526E1,2.600000000E1
2.412211127E1,2.600000000E1
2.414000269E1,2.594921875E1
2.415789655E1,2.594921875E1
2.417578803E1,2.600781250E1
2.419367621E1,2.600781250E1
2.421156787E1,2.595703125E1
2.422945899E1,2.594140625E1
2.424735034E1,2.599218750E1
2.426524140E1,2.600000000E1
2.428313275E1,2.597656250E1
2.430102387E1,2.598437500E1
2.431891547E1,2.599218750E1
2.433680579E1,2.594140625E1
2.435469824E1,2.599218750E1
2.437258905E1,2.594140625E1
2.439048249E1,2.598437500E1
2.440837177E1,2.596875000E1
2.442626099E1,2.600000000E1
2.444415424E1,2.596875000E1
2.446204554E1,2.599218750E1
2.447993427E1,2.594921875E1
2.449783368E1,2.596875000E1
2.451572242E1,2.599218750E1
2.453361084E1,2.600781250E1
2.455150214E1,2.596875000E1
2.456939331E1,2.595703125E1
2.458728467E1,2.600000000E1
2.460516425E1,2.600000000E1
2.462306708E1,2.600000000E1
2.464095874E1,2.601562500E1
2.465884986E1,2.601562500E1
2.467674115E1,2.594921875E1
2.469463227E1,2.594921875E1
2.471252362E1,2.598437500E1
2.473041468E1,2.597656250E1
2.474830628E1,2.600781250E1
2.476620038E1,2.595703125E1
2.478408856E1,2.600781250E1
2.480197992E1,2.600000000E1
2.481987128E1,2.599218750E1
2.483775916E1,2.596875000E1
2.485565686E1,2.599218750E1
2.487354517E1,2.598437500E1
2.489143659E1,2.596875000E1
2.490932788E1,2.599218750E1
2.492721607E1,2.594921875E1
2.494511029E1,2.598437500E1
2.496299958E1,2.596875000E1
2.498089301E1,2.596875000E1
2.499878119E1,2.596875000E1
